,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
240,,,27975,27975,27975.0, 36 months,14.47,962.52,C,C2,Conductor ,10+ years,MORTGAGE,180000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,117xx,NY,11.47,0.0,Jul-1995,0.0,39.0,,10.0,0.0,29711,66.8,19.0,w,26717.09,26717.09,1891.31,1891.31,1257.91,633.4,0.0,0.0,0.0,Feb-2019,962.52,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,206072.0,0.0,1.0,0.0,1.0,17.0,15676.0,63.0,0.0,1.0,10861.0,65.0,44500.0,1.0,4.0,2.0,2.0,20607.0,7416.0,74.9,0.0,0.0,17.0,281.0,20.0,17.0,5.0,20.0,39.0,1.0,39.0,0.0,5.0,7.0,5.0,6.0,1.0,8.0,13.0,7.0,10.0,0.0,0.0,0.0,0.0,78.9,60.0,0.0,0.0,286525.0,45387.0,29500.0,25025.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
241,,,16000,16000,16000.0, 60 months,13.56,368.66,C,C1,LMSW,10+ years,RENT,46000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,787xx,TX,11.09,1.0,Oct-1997,1.0,11.0,,9.0,0.0,18946,32.1,21.0,w,15812.14,15812.14,440.98,440.98,187.86,253.12,0.0,0.0,0.0,Feb-2019,459.06,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,128218.0,1.0,2.0,0.0,0.0,37.0,109272.0,101.0,1.0,1.0,14999.0,36.0,59000.0,0.0,1.0,1.0,1.0,16027.0,38663.0,32.9,0.0,0.0,133.0,254.0,5.0,5.0,0.0,42.0,,5.0,,0.0,2.0,3.0,5.0,8.0,10.0,7.0,11.0,3.0,9.0,0.0,0.0,0.0,1.0,94.7,20.0,0.0,0.0,138125.0,128218.0,57600.0,79125.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
242,,,15000,15000,15000.0, 36 months,10.72,489.1,B,B2,Attorney,3 years,MORTGAGE,150000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,038xx,NH,17.83,1.0,Apr-2001,1.0,22.0,,15.0,0.0,13434,87.2,47.0,w,14286.63,14286.63,964.8,964.8,713.37,251.43,0.0,0.0,0.0,Feb-2019,489.1,Mar-2019,Feb-2019,0.0,35.0,1,Individual,,,,0.0,0.0,142952.0,0.0,7.0,0.0,2.0,20.0,129518.0,59.0,1.0,4.0,5152.0,63.0,15400.0,1.0,1.0,1.0,7.0,10211.0,1866.0,87.8,0.0,0.0,196.0,212.0,12.0,12.0,3.0,12.0,29.0,1.0,29.0,0.0,6.0,6.0,7.0,13.0,26.0,8.0,18.0,6.0,15.0,0.0,0.0,0.0,1.0,76.1,83.3,0.0,0.0,205253.0,142952.0,15300.0,189853.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
243,,,9000,9000,9000.0, 36 months,11.8,298.07,B,B4,Teacher,10+ years,MORTGAGE,85000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,983xx,WA,39.76,0.0,Apr-2000,2.0,34.0,,27.0,0.0,11733,31.5,30.0,w,8578.8,8578.8,587.29,587.29,421.2,166.09,0.0,0.0,0.0,Feb-2019,298.07,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,201578.0,3.0,9.0,3.0,4.0,1.0,124418.0,84.0,3.0,4.0,2125.0,68.0,37200.0,1.0,3.0,3.0,8.0,7753.0,15557.0,23.0,0.0,0.0,200.0,224.0,7.0,1.0,2.0,7.0,,1.0,,0.0,7.0,11.0,9.0,10.0,11.0,16.0,17.0,11.0,27.0,0.0,0.0,0.0,6.0,96.7,22.2,0.0,0.0,355633.0,136151.0,20200.0,157863.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
244,,,1000,1000,1000.0, 36 months,18.94,36.63,D,D2,Lpn,3 years,MORTGAGE,57000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,210xx,MD,15.49,0.0,Oct-1994,0.0,40.0,,6.0,0.0,3945,57.2,32.0,w,957.98,957.98,71.68,71.68,42.02,29.66,0.0,0.0,0.0,Feb-2019,36.63,Mar-2019,Feb-2019,0.0,40.0,1,Individual,,,,0.0,0.0,49242.0,2.0,3.0,3.0,4.0,1.0,45297.0,83.0,0.0,2.0,2755.0,80.0,6900.0,2.0,0.0,1.0,6.0,8207.0,1955.0,66.9,0.0,0.0,118.0,290.0,15.0,1.0,0.0,15.0,40.0,12.0,40.0,8.0,2.0,2.0,2.0,5.0,13.0,3.0,18.0,2.0,6.0,0.0,0.0,0.0,3.0,70.0,50.0,0.0,0.0,61666.0,49242.0,5900.0,54766.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
245,,,28000,28000,28000.0, 60 months,13.56,645.15,C,C1,Project Manager,10+ years,MORTGAGE,128500.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,760xx,TX,27.35,1.0,Jul-1987,0.0,24.0,,16.0,0.0,55206,75.0,31.0,w,27338.79,27338.79,1258.66,1258.66,661.21,597.45,0.0,0.0,0.0,Feb-2019,645.15,Mar-2019,Feb-2019,0.0,71.0,1,Individual,,,,0.0,0.0,455106.0,1.0,2.0,1.0,1.0,2.0,47753.0,79.0,0.0,0.0,17372.0,75.0,73700.0,0.0,1.0,1.0,1.0,30340.0,6875.0,98.0,0.0,0.0,126.0,373.0,72.0,2.0,3.0,72.0,65.0,3.0,24.0,0.0,9.0,11.0,10.0,10.0,9.0,11.0,17.0,11.0,15.0,,0.0,0.0,1.0,94.0,100.0,0.0,0.0,542027.0,128345.0,55000.0,60331.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
246,,,10000,10000,10000.0, 36 months,11.31,328.86,B,B3,Medical Technologist,3 years,RENT,67427.0,Source Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,027xx,MA,0.44,0.0,Oct-2009,0.0,,,2.0,0.0,42,0.2,10.0,w,9456.85,9456.85,719.44,719.44,543.15,176.29,0.0,0.0,0.0,Feb-2019,328.86,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,42.0,0.0,0.0,0.0,0.0,51.0,0.0,,0.0,0.0,42.0,0.0,17100.0,0.0,0.0,0.0,0.0,21.0,17058.0,0.2,0.0,0.0,110.0,94.0,25.0,25.0,0.0,25.0,,,,0.0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17100.0,42.0,17100.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
247,,,25000,25000,25000.0, 60 months,14.47,587.82,C,C2,teacher,10+ years,OWN,110000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,117xx,NY,26.43,1.0,Jan-1997,0.0,7.0,,23.0,0.0,39053,45.7,49.0,w,24423.82,24423.82,1145.49,1145.49,576.18,569.31,0.0,0.0,0.0,Feb-2019,587.82,Mar-2019,Feb-2019,0.0,7.0,1,Individual,,,,0.0,0.0,95648.0,0.0,3.0,0.0,0.0,35.0,54716.0,23.0,1.0,2.0,8422.0,39.0,85500.0,0.0,1.0,0.0,2.0,4159.0,34837.0,44.5,0.0,0.0,263.0,246.0,10.0,10.0,0.0,48.0,,,,0.0,9.0,13.0,10.0,14.0,21.0,19.0,27.0,13.0,23.0,0.0,0.0,1.0,1.0,98.0,10.0,0.0,0.0,179321.0,95648.0,62800.0,91424.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
248,,,23000,23000,23000.0, 36 months,11.31,756.38,B,B3,Sr. CAE Analyst,3 years,MORTGAGE,145000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,801xx,CO,29.62,0.0,Dec-2003,0.0,,,11.0,0.0,50720,93.2,30.0,w,22460.39,22460.39,741.93,741.93,539.61,202.32,0.0,0.0,0.0,Feb-2019,763.61,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,157506.0,1.0,5.0,2.0,4.0,6.0,106786.0,67.0,0.0,0.0,15961.0,81.0,54400.0,3.0,9.0,7.0,5.0,14319.0,3680.0,93.2,0.0,0.0,148.0,180.0,42.0,6.0,4.0,42.0,,8.0,,0.0,6.0,6.0,6.0,7.0,18.0,6.0,8.0,6.0,11.0,0.0,0.0,0.0,2.0,100.0,83.3,0.0,0.0,181788.0,157506.0,54400.0,127388.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
249,,,25000,25000,25000.0, 60 months,12.98,568.58,B,B5,Tire builder,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,356xx,AL,36.67,1.0,Oct-1993,1.0,10.0,,14.0,0.0,26630,53.3,27.0,w,24400.45,24400.45,1110.12,1110.12,599.55,510.57,0.0,0.0,0.0,Feb-2019,568.58,Mar-2019,Feb-2019,0.0,40.0,1,Joint App,140000.0,23.08,Not Verified,0.0,56.0,206980.0,1.0,7.0,1.0,3.0,3.0,69513.0,81.0,1.0,1.0,17292.0,68.0,50000.0,1.0,3.0,1.0,4.0,14784.0,18581.0,57.7,0.0,0.0,186.0,185.0,9.0,3.0,4.0,9.0,10.0,3.0,10.0,1.0,4.0,5.0,4.0,5.0,13.0,6.0,10.0,5.0,14.0,0.0,0.0,0.0,2.0,85.2,0.0,0.0,0.0,275691.0,96143.0,43900.0,99691.0,48711.0,Oct-1993,1.0,4.0,16.0,56.5,8.0,12.0,0.0,0.0,49.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
250,,,15000,15000,15000.0, 36 months,8.19,471.37,A,A4,IT Manager,10+ years,MORTGAGE,92584.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,331xx,FL,7.27,0.0,Aug-1992,0.0,,,5.0,0.0,14550,43.8,9.0,w,14259.49,14259.49,932.5,932.5,740.51,191.99,0.0,0.0,0.0,Feb-2019,471.37,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,14550.0,0.0,0.0,0.0,0.0,67.0,0.0,,0.0,1.0,7255.0,44.0,21500.0,0.0,0.0,0.0,1.0,2910.0,0.0,94.8,0.0,0.0,316.0,132.0,20.0,20.0,0.0,42.0,,20.0,,0.0,2.0,4.0,2.0,2.0,3.0,5.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,21500.0,14550.0,11000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
251,,,35000,35000,35000.0, 60 months,18.94,906.77,D,D2,administrative clerk,10+ years,RENT,90000.0,Verified,Dec-2018,Current,n,,,other,Other,070xx,NJ,20.06,0.0,Sep-2005,1.0,,,18.0,0.0,10678,40.3,28.0,w,34645.65,34645.65,1035.67,1035.67,354.35,681.32,0.0,0.0,0.0,Feb-2019,1090.91,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,48134.0,2.0,0.0,0.0,0.0,43.0,0.0,,3.0,7.0,3160.0,40.0,26500.0,0.0,0.0,1.0,7.0,2674.0,7154.0,56.6,0.0,0.0,43.0,159.0,2.0,2.0,0.0,2.0,,2.0,,0.0,6.0,10.0,9.0,14.0,1.0,17.0,26.0,10.0,18.0,0.0,0.0,0.0,3.0,100.0,44.4,0.0,0.0,63956.0,48134.0,16500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
252,,,5000,5000,4975.0, 36 months,7.02,154.44,A,A2,E-commerce associate,4 years,RENT,26976.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,986xx,WA,9.74,0.0,Nov-2014,0.0,,,7.0,0.0,2665,9.3,8.0,f,4546.97,4524.24,505.96,503.43,453.03,52.93,0.0,0.0,0.0,Feb-2019,154.44,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,9130.0,0.0,1.0,0.0,0.0,40.0,6465.0,86.0,0.0,4.0,1384.0,25.0,28800.0,0.0,1.0,0.0,4.0,1304.0,21285.0,10.9,0.0,0.0,40.0,49.0,14.0,14.0,0.0,14.0,,14.0,,0.0,5.0,6.0,5.0,5.0,1.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,36300.0,9130.0,23900.0,7500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
253,,,35000,35000,35000.0, 36 months,8.19,1099.85,A,A4,"Director, Analytics",10+ years,MORTGAGE,325000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,070xx,NJ,8.18,0.0,Jan-2001,0.0,,,21.0,0.0,97350,7.0,32.0,w,33272.17,33272.17,2175.81,2175.81,1727.83,447.98,0.0,0.0,0.0,Feb-2019,1099.85,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,746465.0,1.0,5.0,1.0,2.0,9.0,86998.0,66.0,2.0,3.0,17453.0,24.0,228300.0,2.0,0.0,1.0,7.0,37323.0,118861.0,3.1,0.0,0.0,153.0,215.0,3.0,3.0,2.0,3.0,,9.0,,0.0,4.0,6.0,10.0,11.0,11.0,15.0,19.0,6.0,21.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,923401.0,184348.0,139300.0,119101.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
254,,,30000,30000,30000.0, 36 months,16.91,1068.24,C,C5,Mechanic,10+ years,RENT,85000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,238xx,VA,22.31,0.0,Sep-2003,1.0,,,16.0,0.0,23006,84.9,25.0,w,28699.92,28699.92,2094.2,2094.2,1300.08,794.12,0.0,0.0,0.0,Feb-2019,1068.24,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,60134.0,2.0,4.0,0.0,0.0,26.0,37128.0,60.0,2.0,2.0,2874.0,75.0,27100.0,1.0,5.0,2.0,2.0,3758.0,2251.0,79.2,0.0,0.0,183.0,146.0,0.0,0.0,1.0,0.0,,0.0,,0.0,5.0,10.0,6.0,7.0,9.0,12.0,15.0,10.0,16.0,0.0,0.0,0.0,2.0,96.0,83.3,0.0,0.0,87770.0,60134.0,10800.0,60670.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
255,,,6600,6600,6600.0, 36 months,8.19,207.4,A,A4,,,MORTGAGE,95000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,970xx,OR,5.61,0.0,Feb-2005,0.0,59.0,,10.0,0.0,3546,10.9,20.0,w,6437.64,6437.64,205.91,205.91,162.36,43.55,0.0,0.0,0.0,Feb-2019,210.41,Mar-2019,Feb-2019,0.0,59.0,1,Individual,,,,0.0,0.0,370201.0,2.0,0.0,0.0,1.0,14.0,0.0,,3.0,5.0,1545.0,11.0,32500.0,0.0,1.0,3.0,7.0,37020.0,11227.0,21.5,0.0,0.0,166.0,108.0,6.0,3.0,2.0,6.0,,4.0,,1.0,2.0,3.0,3.0,5.0,5.0,9.0,13.0,3.0,10.0,0.0,0.0,0.0,4.0,95.0,0.0,0.0,0.0,400000.0,3546.0,14300.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
256,,,20300,20300,20300.0, 60 months,10.33,434.62,B,B1,Service Advisor,2 years,MORTGAGE,185000.0,Not Verified,Dec-2018,Current,n,,,other,Other,982xx,WA,20.57,0.0,Jul-2002,2.0,,,14.0,0.0,4947,8.7,31.0,w,19778.02,19778.02,851.77,851.77,521.98,329.79,0.0,0.0,0.0,Feb-2019,434.62,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,692341.0,4.0,4.0,2.0,3.0,2.0,158854.0,,1.0,1.0,1855.0,9.0,56700.0,2.0,4.0,5.0,6.0,49453.0,44805.0,5.1,0.0,0.0,197.0,145.0,5.0,2.0,4.0,27.0,,2.0,,0.0,3.0,4.0,7.0,7.0,15.0,9.0,12.0,4.0,14.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,779468.0,163801.0,47200.0,190816.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
257,,,4000,4000,4000.0, 36 months,18.94,146.51,D,D2,LEA Technician,1 year,RENT,57600.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,973xx,OR,10.17,0.0,Oct-2007,0.0,,,6.0,0.0,1130,59.5,12.0,w,3331.19,3331.19,786.71,786.71,668.81,117.9,0.0,0.0,0.0,Feb-2019,146.51,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,18678.0,1.0,2.0,1.0,3.0,7.0,17548.0,77.0,2.0,2.0,493.0,75.0,1900.0,2.0,1.0,2.0,5.0,3736.0,7.0,98.6,0.0,0.0,130.0,134.0,4.0,4.0,0.0,25.0,,0.0,,0.0,1.0,3.0,1.0,1.0,5.0,4.0,7.0,3.0,6.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,24770.0,18678.0,500.0,22870.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
258,,,10000,10000,10000.0, 36 months,7.56,311.34,A,A3,office work,10+ years,OWN,44000.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,736xx,OK,10.88,0.0,Sep-2005,1.0,,,4.0,0.0,371,3.6,8.0,w,9501.76,9501.76,616.38,616.38,498.24,118.14,0.0,0.0,0.0,Feb-2019,311.34,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,9613.0,0.0,1.0,1.0,3.0,11.0,9242.0,77.0,0.0,0.0,0.0,43.0,10400.0,1.0,0.0,2.0,3.0,2403.0,9600.0,0.0,0.0,0.0,38.0,159.0,40.0,11.0,0.0,151.0,,4.0,,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,22400.0,9613.0,9600.0,12000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
259,,,21000,21000,21000.0, 60 months,22.35,584.19,D,D5,UC Engineer,3 years,MORTGAGE,99000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,330xx,FL,31.62,0.0,Feb-2005,0.0,,,12.0,0.0,42813,72.0,19.0,w,20610.27,20610.27,1129.27,1129.27,389.73,739.54,0.0,0.0,0.0,Feb-2019,584.19,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,309843.0,0.0,4.0,1.0,2.0,7.0,67631.0,85.0,0.0,1.0,8865.0,78.0,59500.0,2.0,2.0,2.0,3.0,25820.0,484.0,96.7,0.0,0.0,157.0,166.0,17.0,7.0,2.0,46.0,,7.0,,0.0,2.0,5.0,2.0,2.0,8.0,7.0,9.0,5.0,12.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,361684.0,110444.0,14500.0,91000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
260,,,10000,10000,10000.0, 36 months,11.8,331.19,B,B4,Carpenter ,7 years,MORTGAGE,80000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,604xx,IL,18.04,0.0,Apr-2006,1.0,33.0,,6.0,0.0,422,4.4,10.0,w,9532.0,9532.0,652.55,652.55,468.0,184.55,0.0,0.0,0.0,Feb-2019,331.19,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,212395.0,2.0,2.0,2.0,2.0,3.0,58257.0,96.0,0.0,1.0,275.0,53.0,9600.0,1.0,0.0,8.0,5.0,35399.0,9178.0,4.4,0.0,0.0,152.0,35.0,13.0,2.0,2.0,13.0,,0.0,,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,4.0,90.0,0.0,0.0,0.0,235420.0,60105.0,9600.0,64933.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
261,,,3000,3000,2975.0, 36 months,8.19,94.28,A,A4,Marketing director,10+ years,MORTGAGE,100000.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,922xx,CA,29.27,0.0,Dec-2007,1.0,,,14.0,0.0,8138,17.9,26.0,f,2851.89,2828.12,186.51,184.96,148.11,38.4,0.0,0.0,0.0,Feb-2019,94.28,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,374761.0,2.0,5.0,4.0,6.0,2.0,104824.0,91.0,0.0,0.0,5486.0,64.0,45500.0,5.0,2.0,5.0,6.0,26769.0,30519.0,17.5,0.0,0.0,98.0,132.0,31.0,2.0,5.0,31.0,,3.0,,0.0,4.0,6.0,6.0,7.0,11.0,8.0,10.0,6.0,14.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,438476.0,112962.0,37000.0,117020.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
262,,,8000,8000,8000.0, 36 months,12.98,269.48,B,B5,autopsy technician,3 years,MORTGAGE,52000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,342xx,FL,30.05,1.0,Oct-1999,0.0,20.0,,3.0,0.0,136577,86.4,12.0,w,7632.13,7632.13,530.31,530.31,367.87,162.44,0.0,0.0,0.0,Feb-2019,269.48,Mar-2019,Feb-2019,0.0,35.0,1,Joint App,172000.0,15.51,Not Verified,0.0,0.0,263726.0,0.0,0.0,0.0,0.0,88.0,0.0,,1.0,1.0,3455.0,86.0,154000.0,3.0,0.0,7.0,1.0,87909.0,545.0,86.4,0.0,0.0,139.0,230.0,8.0,8.0,2.0,8.0,35.0,8.0,32.0,3.0,1.0,2.0,1.0,5.0,4.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,63.6,100.0,0.0,0.0,342000.0,136577.0,4000.0,0.0,33536.0,Oct-2004,1.0,2.0,11.0,22.4,3.0,20.0,0.0,0.0,35.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
263,,,1000,1000,1000.0, 36 months,23.4,38.92,E,E1,Deputy City Clerk,4 years,RENT,35000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,605xx,IL,36.45,0.0,Jul-1983,1.0,62.0,58.0,15.0,1.0,9715,42.8,31.0,f,960.78,960.78,75.89,75.89,39.22,36.67,0.0,0.0,0.0,Feb-2019,38.92,Mar-2019,Feb-2019,0.0,62.0,1,Individual,,,,0.0,0.0,20378.0,3.0,2.0,1.0,1.0,7.0,10663.0,72.0,3.0,5.0,2212.0,55.0,22700.0,5.0,0.0,3.0,6.0,1359.0,6084.0,51.3,0.0,0.0,118.0,425.0,0.0,0.0,1.0,0.0,,1.0,,2.0,6.0,9.0,6.0,9.0,8.0,13.0,22.0,9.0,15.0,0.0,0.0,0.0,4.0,93.3,66.7,1.0,0.0,37425.0,20378.0,12500.0,14725.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
264,,,5100,5100,5100.0, 36 months,7.02,157.52,A,A2,Administration Security,10+ years,MORTGAGE,76000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,347xx,FL,26.54,0.0,Aug-2005,0.0,,,15.0,0.0,26443,40.7,27.0,w,4843.88,4843.88,312.06,312.06,256.12,55.94,0.0,0.0,0.0,Feb-2019,157.52,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,63448.0,1.0,4.0,0.0,2.0,19.0,37005.0,70.0,1.0,3.0,8587.0,54.0,64900.0,0.0,3.0,0.0,5.0,4532.0,19999.0,53.7,0.0,0.0,160.0,54.0,6.0,6.0,3.0,15.0,,16.0,,0.0,4.0,8.0,5.0,5.0,12.0,11.0,12.0,8.0,15.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,117993.0,63448.0,43200.0,53093.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
265,,,4000,4000,4000.0, 36 months,16.14,140.91,C,C4,Teacher,10+ years,MORTGAGE,64000.0,Not Verified,Dec-2018,Current,n,,,medical,Medical expenses,882xx,NM,25.0,1.0,Jul-2003,1.0,16.0,,10.0,0.0,19432,61.5,19.0,f,3824.61,3824.61,276.44,276.44,175.39,101.05,0.0,0.0,0.0,Feb-2019,140.91,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,232372.0,1.0,3.0,1.0,1.0,4.0,44351.0,77.0,0.0,0.0,10349.0,72.0,31600.0,1.0,1.0,1.0,1.0,23237.0,9274.0,67.7,0.0,0.0,166.0,185.0,32.0,4.0,3.0,32.0,16.0,4.0,16.0,0.0,4.0,5.0,5.0,6.0,8.0,6.0,8.0,5.0,10.0,0.0,0.0,0.0,1.0,94.7,60.0,0.0,0.0,279053.0,63783.0,28700.0,57453.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
